timestamp,zone_temp,outdoor_temp,fan_power,chiller_power,pump_power,hvac_power,cooling_rate,heating_rate,cooling_setpoint,heating_setpoint
10.625,20.062796335423478,-5.425,419.5145181866018,0.0,0.0,0.0,0.0,2543.877130550516,,
10.75,20.062796335423478,-5.425,419.7179571618125,0.0,0.0,0.0,0.0,2560.8673858278576,,
11.0,20.335679480623668,-5.0,419.7566513057009,0.0,0.0,0.0,0.0,2487.489636228444,,
11.25,20.586325288550483,-4.575,419.9511411725104,0.0,0.0,0.0,0.0,2458.0089566237566,,
11.5,20.72297539705014,-4.15,416.96966593492687,0.0,0.0,0.0,0.0,2432.8114274469117,,
11.75,20.87639070036527,-3.7249999999999996,415.4076622059171,0.0,0.0,0.0,0.0,2391.078947597514,,
12.0,21.01895810669246,-3.3,413.52836380311504,0.0,0.0,0.0,0.0,2359.9639596779484,,
12.25,21.087758677063558,-3.0249999999999995,413.07773794515384,0.0,0.0,0.0,0.0,2308.5023445739826,,
12.125,21.087758677063558,-3.0249999999999995,413.07773794515384,0.0,0.0,0.0,0.0,2256.555371064971,,
12.25,21.087758677063558,-3.0249999999999995,413.07773794515384,0.0,0.0,0.0,0.0,2256.555371064971,,
12.5,20.934104139041892,-2.75,413.07773794515384,0.0,0.0,0.0,0.0,2226.8634825957224,,
